Label,P5,P50:string,P51:string,P52:string,Label_eng,P54:string,Label_zh,P56:string,Description,P57:string,P58:string
보행자길,Q992,191,ㅂ,행안부주소용어목록,Pedestrian exclusive use road,bohaengjagil,步行者專用道路,보행자전용도로,보행자만 다닐 수 있도록 안전표지나 그와 비슷한 인공구조물로 표시한 도로를 말한다,법령용어사전,
